station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
BED,2017-11-03 03:56,-71.2890,42.4699,61.00,59.00,93.12,210.00,7.00,0.00,30.16,1022.40,10.00,M,OVC,M,M,M,900.00,M,M,M,M,KBED 030356Z AUTO 21007KT 10SM OVC009 16/15 A3016 RMK AO2 SLP224 T01610150
TAN,2017-11-03 03:57,-71.0211,41.8756,55.00,53.10,93.29,0.00,0.00,0.00,30.19,M,1.50,M,CLR,M,M,M,M,M,M,M,BR,KTAN 030357Z AUTO 00000KT 1 1/2SM BR CLR 13/12 A3019 RMK AO2 T01280117
TAN,2017-11-03 04:00,-71.0211,41.8756,M,M,M,0.00,0.00,M,30.19,M,1.00,M,CLR,M,M,M,M,M,M,M,BR,KTAN 030400Z AUTO 00000KT 1SM BR CLR A3019 RMK MADISHF
CQX,2017-11-03 04:00,-69.9933,41.6875,M,M,M,170.00,5.00,M,30.21,M,10.00,M,FEW,M,M,M,200.00,M,M,M,M,KCQX 030400Z AUTO 17005KT 10SM FEW002 A3021 RMK VRB05KT  MADISHF
PVC,2017-11-03 04:00,-70.2200,42.0700,M,M,M,180.00,7.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030400Z AUTO 18007KT 10SM CLR A3020 RMK MADISHF
PYM,2017-11-03 04:00,-70.7288,41.9090,M,M,M,200.00,4.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030400Z AUTO 20004KT 10SM CLR A3020 RMK MADISHF
OWD,2017-11-03 04:00,-71.1733,42.1912,M,M,M,160.00,4.00,M,30.17,M,10.00,M,BKN,M,M,M,700.00,M,M,M,M,KOWD 030400Z AUTO 16004KT 10SM BKN007 A3017 RMK MADISHF
BOS,2017-11-03 04:00,-71.0097,42.3606,M,M,M,200.00,8.00,M,30.17,M,10.00,M,FEW,FEW,M,M,999.00,3300.00,M,M,M,KBOS 030400Z AUTO 20008KT 10SM FEW009 FEW033 A3017 RMK MADISHF
ORH,2017-11-03 04:00,-71.8757,42.2673,M,M,M,M,M,M,30.17,M,10.00,M,BKN,OVC,M,M,600.00,999.00,M,M,M,KORH 030400Z AUTO /////KT 10SM BKN006 OVC009 A3017 RMK MADISHF
BED,2017-11-03 04:00,-71.2890,42.4699,M,M,M,200.00,9.00,M,30.16,M,10.00,M,BKN,M,M,M,900.00,M,M,M,M,KBED 030400Z AUTO 20009KT 10SM BKN009 A3016 RMK MADISHF
HYA,2017-11-03 04:00,-70.2800,41.6700,M,M,M,180.00,5.00,M,30.19,M,7.00,M,BKN,M,M,M,300.00,M,M,M,M,KHYA 030400Z AUTO 18005KT 7SM BKN003 A3019 RMK MADISHF
EWB,2017-11-03 04:00,-70.9583,41.6764,M,M,M,0.00,0.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030400Z AUTO 00000KT 10SM CLR A3019 RMK MADISHF
ORE,2017-11-03 04:00,-72.2886,42.5701,M,M,M,160.00,6.00,M,30.15,M,10.00,M,FEW,OVC,M,M,1600.00,10000.00,M,M,M,KORE 030400Z AUTO 16006KT 10SM FEW016 OVC100 A3015 RMK MADISHF
TAN,2017-11-03 04:01,-71.0211,41.8756,54.00,53.10,96.76,0.00,0.00,0.00,30.19,M,0.75,M,CLR,M,M,M,M,M,M,M,BR,KTAN 030401Z AUTO 00000KT 3/4SM BR CLR 12/12 A3019 RMK AO2 T01220117
FIT,2017-11-03 04:05,-71.7558,42.5519,M,M,M,0.00,0.00,M,30.16,M,8.00,M,BKN,OVC,M,M,1699.00,10000.00,M,M,-RA,KFIT 030405Z AUTO 00000KT 8SM -RA BKN016 OVC100 A3016 RMK MADISHF
OWD,2017-11-03 04:05,-71.1733,42.1912,M,M,M,160.00,5.00,M,30.17,M,10.00,M,BKN,M,M,M,800.00,M,M,M,M,KOWD 030405Z AUTO 16005KT 10SM BKN008 A3017 RMK MADISHF
BED,2017-11-03 04:05,-71.2890,42.4699,M,M,M,200.00,8.00,M,30.16,M,10.00,M,BKN,M,M,M,900.00,M,M,M,M,KBED 030405Z AUTO 20008KT 10SM BKN009 A3016 RMK MADISHF
EWB,2017-11-03 04:05,-70.9583,41.6764,M,M,M,0.00,0.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030405Z AUTO 00000KT 10SM CLR A3019 RMK MADISHF
BOS,2017-11-03 04:05,-71.0097,42.3606,M,M,M,190.00,7.00,M,30.17,M,10.00,M,FEW,FEW,M,M,999.00,3300.00,M,M,M,KBOS 030405Z AUTO 19007KT 10SM FEW009 FEW033 A3017 RMK MADISHF
PYM,2017-11-03 04:05,-70.7288,41.9090,M,M,M,190.00,3.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030405Z AUTO 19003KT 10SM CLR A3019 RMK MADISHF
PVC,2017-11-03 04:05,-70.2200,42.0700,M,M,M,180.00,7.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030405Z AUTO 18007KT 10SM CLR A3020 RMK MADISHF
TAN,2017-11-03 04:05,-71.0211,41.8756,M,M,M,170.00,3.00,M,30.19,M,0.50,M,CLR,M,M,M,M,M,M,M,FG,KTAN 030405Z AUTO 17003KT 1/2SM FG CLR A3019 RMK MADISHF
ORH,2017-11-03 04:05,-71.8757,42.2673,M,M,M,M,M,M,30.17,M,10.00,M,BKN,OVC,M,M,600.00,999.00,M,M,M,KORH 030405Z AUTO /////KT 10SM BKN006 OVC009 A3017 RMK MADISHF
CQX,2017-11-03 04:05,-69.9933,41.6875,M,M,M,190.00,4.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030405Z AUTO 19004KT 10SM CLR A3021 RMK VRB04KT  MADISHF
ORE,2017-11-03 04:05,-72.2886,42.5701,M,M,M,170.00,4.00,M,30.15,M,10.00,M,FEW,OVC,M,M,1600.00,10000.00,M,M,M,KORE 030405Z AUTO 17004KT 10SM FEW016 OVC100 A3015 RMK MADISHF
HYA,2017-11-03 04:05,-70.2800,41.6700,M,M,M,170.00,4.00,M,30.19,M,7.00,M,SCT,M,M,M,300.00,M,M,M,M,KHYA 030405Z AUTO 17004KT 7SM SCT003 A3019 RMK MADISHF
PVC,2017-11-03 04:10,-70.2200,42.0700,M,M,M,180.00,8.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030410Z AUTO 18008KT 10SM CLR A3020 RMK MADISHF
BED,2017-11-03 04:10,-71.2890,42.4699,M,M,M,200.00,7.00,M,30.15,M,10.00,M,BKN,M,M,M,900.00,M,M,M,M,KBED 030410Z AUTO 20007KT 10SM BKN009 A3015 RMK MADISHF
EWB,2017-11-03 04:10,-70.9583,41.6764,M,M,M,0.00,0.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030410Z AUTO 00000KT 10SM CLR A3019 RMK MADISHF
HYA,2017-11-03 04:10,-70.2800,41.6700,M,M,M,170.00,4.00,M,30.18,M,7.00,M,FEW,M,M,M,300.00,M,M,M,M,KHYA 030410Z AUTO 17004KT 7SM FEW003 A3018 RMK MADISHF
BOS,2017-11-03 04:10,-71.0097,42.3606,M,M,M,190.00,7.00,M,30.17,M,10.00,M,FEW,FEW,M,M,999.00,3300.00,M,M,M,KBOS 030410Z AUTO 19007KT 10SM FEW009 FEW033 A3017 RMK MADISHF
TAN,2017-11-03 04:10,-71.0211,41.8756,M,M,M,160.00,3.00,M,30.18,M,0.50,M,CLR,M,M,M,M,M,M,M,FG,KTAN 030410Z AUTO 16003KT 1/2SM FG CLR A3018 RMK MADISHF
ORH,2017-11-03 04:10,-71.8757,42.2673,M,M,M,M,M,M,30.17,M,10.00,M,BKN,OVC,M,M,800.00,1100.00,M,M,M,KORH 030410Z AUTO /////KT 10SM BKN008 OVC011 A3017 RMK CIG 5V9  MADISHF
OWD,2017-11-03 04:10,-71.1733,42.1912,M,M,M,170.00,5.00,M,30.17,M,10.00,M,BKN,M,M,M,800.00,M,M,M,M,KOWD 030410Z AUTO 17005KT 10SM BKN008 A3017 RMK MADISHF
ORE,2017-11-03 04:10,-72.2886,42.5701,M,M,M,170.00,3.00,M,30.15,M,10.00,M,SCT,OVC,M,M,1600.00,10000.00,M,M,M,KORE 030410Z AUTO 17003KT 10SM SCT016 OVC100 A3015 RMK MADISHF
FIT,2017-11-03 04:10,-71.7558,42.5519,M,M,M,0.00,0.00,M,30.16,M,9.00,M,SCT,OVC,M,M,1699.00,11000.00,M,M,M,KFIT 030410Z AUTO 00000KT 9SM SCT016 OVC110 A3016 RMK MADISHF
PYM,2017-11-03 04:10,-70.7288,41.9090,M,M,M,200.00,4.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030410Z AUTO 20004KT 10SM CLR A3019 RMK MADISHF
FIT,2017-11-03 04:12,-71.7558,42.5519,57.90,57.00,96.81,0.00,0.00,0.00,30.16,M,9.00,M,SCT,BKN,M,M,1700.00,11000.00,M,M,M,KFIT 030412Z AUTO 00000KT 9SM SCT017 BKN110 14/14 A3016 RMK AO2 RAB00E09 P0000 T01440139
FIT,2017-11-03 04:15,-71.7558,42.5519,M,M,M,0.00,0.00,M,30.16,M,8.00,M,FEW,BKN,M,M,1699.00,11000.00,M,M,M,KFIT 030415Z AUTO 00000KT 8SM FEW016 BKN110 A3016 RMK MADISHF
PYM,2017-11-03 04:15,-70.7288,41.9090,M,M,M,200.00,4.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030415Z AUTO 20004KT 10SM CLR A3019 RMK MADISHF
PVC,2017-11-03 04:15,-70.2200,42.0700,M,M,M,180.00,7.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030415Z AUTO 18007KT 10SM CLR A3020 RMK MADISHF
OWD,2017-11-03 04:15,-71.1733,42.1912,M,M,M,170.00,4.00,M,30.17,M,10.00,M,BKN,M,M,M,800.00,M,M,M,M,KOWD 030415Z AUTO 17004KT 10SM BKN008 A3017 RMK MADISHF
BOS,2017-11-03 04:15,-71.0097,42.3606,M,M,M,190.00,7.00,M,30.17,M,10.00,M,FEW,FEW,M,M,999.00,3300.00,M,M,M,KBOS 030415Z AUTO 19007KT 10SM FEW009 FEW033 A3017 RMK MADISHF
ORH,2017-11-03 04:15,-71.8757,42.2673,M,M,M,M,M,M,30.17,M,10.00,M,BKN,OVC,M,M,800.00,12000.00,M,M,M,KORH 030415Z AUTO /////KT 10SM BKN008 OVC120 A3017 RMK CIG 5V11  MADISHF
CQX,2017-11-03 04:15,-69.9933,41.6875,M,M,M,M,M,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030415Z AUTO /////KT 10SM CLR A3021 RMK MADISHF
EWB,2017-11-03 04:15,-70.9583,41.6764,M,M,M,0.00,0.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030415Z AUTO 00000KT 10SM CLR A3019 RMK MADISHF
BED,2017-11-03 04:15,-71.2890,42.4699,M,M,M,190.00,7.00,M,30.15,M,10.00,M,BKN,M,M,M,900.00,M,M,M,M,KBED 030415Z AUTO 19007KT 10SM BKN009 A3015 RMK MADISHF
HYA,2017-11-03 04:15,-70.2800,41.6700,M,M,M,180.00,3.00,M,30.18,M,7.00,M,FEW,M,M,M,300.00,M,M,M,M,KHYA 030415Z AUTO 18003KT 7SM FEW003 A3018 RMK MADISHF
FMH,2017-11-03 04:15,-70.5215,41.6585,60.80,60.80,100.00,180.00,9.00,0.00,30.20,M,9.00,M,OVC,M,M,M,300.00,M,M,M,M,KFMH 030415Z AUTO 18009KT 9SM OVC003 16/16 A3020 RMK AO2
GHG,2017-11-03 04:15,-70.6721,42.0982,60.80,59.00,93.79,210.00,6.00,0.00,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KGHG 030415Z AUTO 21006KT 10SM CLR 16/15 A3018 RMK AO2
TAN,2017-11-03 04:16,-71.0211,41.8756,55.00,53.10,93.29,150.00,4.00,0.00,30.18,M,1.50,M,CLR,M,M,M,M,M,M,M,BR,KTAN 030416Z AUTO 15004KT 1 1/2SM BR CLR 13/12 A3018 RMK AO2 T01280117
TAN,2017-11-03 04:19,-71.0211,41.8756,55.00,53.10,93.29,140.00,4.00,0.00,30.18,M,3.00,M,CLR,M,M,M,M,M,M,M,BR,KTAN 030419Z AUTO 14004KT 3SM BR CLR 13/12 A3018 RMK AO2 T01280117
TAN,2017-11-03 04:20,-71.0211,41.8756,M,M,M,140.00,4.00,M,30.18,M,4.00,M,CLR,M,M,M,M,M,M,M,BR,KTAN 030420Z AUTO 14004KT 4SM BR CLR A3018 RMK MADISHF
CQX,2017-11-03 04:20,-69.9933,41.6875,M,M,M,190.00,5.00,M,30.21,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030420Z AUTO 19005KT 9SM CLR A3021 RMK VRB05KT  MADISHF
HYA,2017-11-03 04:20,-70.2800,41.6700,M,M,M,170.00,3.00,M,30.18,M,7.00,M,FEW,M,M,M,300.00,M,M,M,M,KHYA 030420Z AUTO 17003KT 7SM FEW003 A3018 RMK VRB03KT  MADISHF
BOS,2017-11-03 04:20,-71.0097,42.3606,M,M,M,200.00,8.00,M,30.17,M,10.00,M,FEW,FEW,M,M,999.00,3300.00,M,M,M,KBOS 030420Z AUTO 20008KT 10SM FEW009 FEW033 A3017 RMK MADISHF
EWB,2017-11-03 04:20,-70.9583,41.6764,M,M,M,0.00,0.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030420Z AUTO 00000KT 10SM CLR A3018 RMK MADISHF
PVC,2017-11-03 04:20,-70.2200,42.0700,M,M,M,190.00,7.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPVC 030420Z AUTO 19007KT 10SM CLR A3020 RMK MADISHF
ORE,2017-11-03 04:20,-72.2886,42.5701,M,M,M,180.00,4.00,M,30.15,M,10.00,M,BKN,OVC,M,M,1600.00,10000.00,M,M,M,KORE 030420Z AUTO 18004KT 10SM BKN016 OVC100 A3015 RMK MADISHF
ORH,2017-11-03 04:20,-71.8757,42.2673,M,M,M,M,M,M,30.17,M,10.00,M,OVC,M,M,M,700.00,M,M,M,M,KORH 030420Z AUTO /////KT 10SM OVC007 A3017 RMK CIG 5V11  MADISHF
BED,2017-11-03 04:20,-71.2890,42.4699,M,M,M,200.00,7.00,M,30.15,M,10.00,M,BKN,M,M,M,800.00,M,M,M,M,KBED 030420Z AUTO 20007KT 10SM BKN008 A3015 RMK MADISHF
OWD,2017-11-03 04:20,-71.1733,42.1912,M,M,M,170.00,4.00,M,30.17,M,10.00,M,BKN,M,M,M,800.00,M,M,M,M,KOWD 030420Z AUTO 17004KT 10SM BKN008 A3017 RMK MADISHF
TAN,2017-11-03 04:25,-71.0211,41.8756,M,M,M,140.00,4.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KTAN 030425Z AUTO 14004KT 10SM CLR A3018 RMK MADISHF
ORE,2017-11-03 04:25,-72.2886,42.5701,61.00,59.00,93.12,150.00,5.00,0.00,30.14,M,10.00,M,BKN,OVC,M,M,1600.00,11000.00,M,M,M,KORE 030425Z AUTO 15005KT 10SM BKN016 OVC110 16/15 A3014 RMK AO2 T01610150 TSNO
CQX,2017-11-03 04:25,-69.9933,41.6875,M,M,M,180.00,5.00,M,30.21,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030425Z AUTO 18005KT 9SM CLR A3021 RMK VRB05KT  MADISHF
PVC,2017-11-03 04:25,-70.2200,42.0700,M,M,M,190.00,7.00,M,30.20,M,10.00,M,FEW,M,M,M,300.00,M,M,M,M,KPVC 030425Z AUTO 19007KT 10SM FEW003 A3020 RMK MADISHF
BED,2017-11-03 04:25,-71.2890,42.4699,M,M,M,200.00,6.00,M,30.15,M,10.00,M,BKN,BKN,M,M,800.00,11000.00,M,M,M,KBED 030425Z AUTO 20006KT 10SM BKN008 BKN110 A3015 RMK MADISHF
ORH,2017-11-03 04:25,-71.8757,42.2673,M,M,M,200.00,11.00,M,30.16,M,10.00,M,BKN,OVC,M,M,700.00,12000.00,M,M,M,KORH 030425Z AUTO 20011KT 10SM BKN007 OVC120 A3016 RMK CIG 5V11  MADISHF
EWB,2017-11-03 04:25,-70.9583,41.6764,M,M,M,0.00,0.00,M,30.18,M,6.00,M,CLR,M,M,M,M,M,M,M,BR,KEWB 030425Z AUTO 00000KT 6SM BR CLR A3018 RMK MADISHF
FIT,2017-11-03 04:25,-71.7558,42.5519,M,M,M,0.00,0.00,M,30.16,M,8.00,M,FEW,BKN,M,M,1699.00,10000.00,M,M,M,KFIT 030425Z AUTO 00000KT 8SM FEW016 BKN100 A3016 RMK MADISHF
OWD,2017-11-03 04:25,-71.1733,42.1912,M,M,M,170.00,5.00,M,30.17,M,10.00,M,BKN,M,M,M,800.00,M,M,M,M,KOWD 030425Z AUTO 17005KT 10SM BKN008 A3017 RMK MADISHF
HYA,2017-11-03 04:25,-70.2800,41.6700,M,M,M,180.00,3.00,M,30.18,M,8.00,M,FEW,M,M,M,300.00,M,M,M,M,KHYA 030425Z AUTO 18003KT 8SM FEW003 A3018 RMK MADISHF
BOS,2017-11-03 04:25,-71.0097,42.3606,M,M,M,210.00,8.00,M,30.17,M,10.00,M,FEW,FEW,M,M,999.00,3300.00,M,M,M,KBOS 030425Z AUTO 21008KT 10SM FEW009 FEW033 A3017 RMK MADISHF
PYM,2017-11-03 04:25,-70.7288,41.9090,M,M,M,190.00,3.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030425Z AUTO 19003KT 10SM CLR A3019 RMK MADISHF
CQX,2017-11-03 04:30,-69.9933,41.6875,M,M,M,180.00,6.00,M,30.21,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030430Z AUTO 18006KT 9SM CLR A3021 RMK MADISHF
ORE,2017-11-03 04:30,-72.2886,42.5701,M,M,M,170.00,4.00,M,30.14,M,10.00,M,BKN,OVC,M,M,1600.00,11000.00,M,M,M,KORE 030430Z AUTO 17004KT 10SM BKN016 OVC110 A3014 RMK MADISHF
TAN,2017-11-03 04:30,-71.0211,41.8756,M,M,M,150.00,4.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KTAN 030430Z AUTO 15004KT 10SM CLR A3017 RMK MADISHF
PVC,2017-11-03 04:30,-70.2200,42.0700,M,M,M,190.00,8.00,M,30.20,M,10.00,M,SCT,M,M,M,300.00,M,M,M,M,KPVC 030430Z AUTO 19008KT 10SM SCT003 A3020 RMK MADISHF
FIT,2017-11-03 04:30,-71.7558,42.5519,M,M,M,0.00,0.00,M,30.16,M,8.00,M,BKN,M,M,M,11000.00,M,M,M,-RA,KFIT 030430Z AUTO 00000KT 8SM -RA BKN110 A3016 RMK MADISHF
EWB,2017-11-03 04:30,-70.9583,41.6764,M,M,M,0.00,0.00,M,30.18,M,6.00,M,CLR,M,M,M,M,M,M,M,BR,KEWB 030430Z AUTO 00000KT 6SM BR CLR A3018 RMK MADISHF
OWD,2017-11-03 04:30,-71.1733,42.1912,M,M,M,170.00,5.00,M,30.16,M,10.00,M,SCT,M,M,M,800.00,M,M,M,M,KOWD 030430Z AUTO 17005KT 10SM SCT008 A3016 RMK MADISHF
BED,2017-11-03 04:30,-71.2890,42.4699,M,M,M,190.00,6.00,M,30.15,M,10.00,M,BKN,BKN,M,M,800.00,11000.00,M,M,M,KBED 030430Z AUTO 19006KT 10SM BKN008 BKN110 A3015 RMK MADISHF
HYA,2017-11-03 04:30,-70.2800,41.6700,M,M,M,170.00,3.00,M,30.18,M,8.00,M,CLR,M,M,M,M,M,M,M,M,KHYA 030430Z AUTO 17003KT 8SM CLR A3018 RMK MADISHF
GHG,2017-11-03 04:30,-70.6721,42.0982,60.80,57.20,87.92,200.00,5.00,0.00,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KGHG 030430Z AUTO 20005KT 10SM CLR 16/14 A3017 RMK AO2
PYM,2017-11-03 04:30,-70.7288,41.9090,M,M,M,190.00,3.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030430Z AUTO 19003KT 10SM CLR A3019 RMK MADISHF
ORH,2017-11-03 04:30,-71.8757,42.2673,M,M,M,210.00,12.00,M,30.16,M,10.00,M,BKN,BKN,OVC,M,700.00,1100.00,11000.00,M,M,KORH 030430Z AUTO 21012KT 10SM BKN007 BKN011 OVC110 A3016 RMK CIG 5V9  MADISHF
BOS,2017-11-03 04:30,-71.0097,42.3606,M,M,M,200.00,9.00,M,30.16,M,10.00,M,FEW,FEW,M,M,999.00,3300.00,M,M,M,KBOS 030430Z AUTO 20009KT 10SM FEW009 FEW033 A3016 RMK MADISHF
PVC,2017-11-03 04:32,-70.2200,42.0700,57.20,57.20,100.00,190.00,7.00,0.00,30.19,M,10.00,M,BKN,M,M,M,300.00,M,M,M,M,KPVC 030432Z AUTO 19007KT 10SM BKN003 14/14 A3019 RMK AO2
ORE,2017-11-03 04:35,-72.2886,42.5701,M,M,M,180.00,6.00,M,30.14,M,10.00,M,BKN,OVC,M,M,1600.00,11000.00,M,M,M,KORE 030435Z AUTO 18006KT 10SM BKN016 OVC110 A3014 RMK MADISHF
FIT,2017-11-03 04:35,-71.7558,42.5519,M,M,M,0.00,0.00,M,30.15,M,8.00,M,BKN,M,M,M,11000.00,M,M,M,M,KFIT 030435Z AUTO 00000KT 8SM BKN110 A3015 RMK MADISHF
HYA,2017-11-03 04:35,-70.2800,41.6700,M,M,M,0.00,0.00,M,30.18,M,7.00,M,CLR,M,M,M,M,M,M,M,M,KHYA 030435Z AUTO 00000KT 7SM CLR A3018 RMK MADISHF
BOS,2017-11-03 04:35,-71.0097,42.3606,M,M,M,200.00,8.00,M,30.16,M,10.00,M,FEW,FEW,M,M,999.00,3300.00,M,M,M,KBOS 030435Z AUTO 20008KT 10SM FEW009 FEW033 A3016 RMK MADISHF
OWD,2017-11-03 04:35,-71.1733,42.1912,M,M,M,180.00,4.00,M,30.16,M,10.00,M,SCT,M,M,M,700.00,M,M,M,M,KOWD 030435Z AUTO 18004KT 10SM SCT007 A3016 RMK MADISHF
BED,2017-11-03 04:35,-71.2890,42.4699,M,M,M,190.00,7.00,M,30.15,M,10.00,M,BKN,BKN,M,M,800.00,11000.00,M,M,M,KBED 030435Z AUTO 19007KT 10SM BKN008 BKN110 A3015 RMK MADISHF
TAN,2017-11-03 04:35,-71.0211,41.8756,M,M,M,160.00,4.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KTAN 030435Z AUTO 16004KT 10SM CLR A3017 RMK MADISHF
PYM,2017-11-03 04:35,-70.7288,41.9090,M,M,M,180.00,4.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 030435Z AUTO 18004KT 10SM CLR A3019 RMK MADISHF
PVC,2017-11-03 04:35,-70.2200,42.0700,M,M,M,190.00,8.00,M,30.19,M,10.00,M,BKN,M,M,M,300.00,M,M,M,M,KPVC 030435Z AUTO 19008KT 10SM BKN003 A3019 RMK MADISHF
ORH,2017-11-03 04:35,-71.8757,42.2673,M,M,M,M,M,M,30.16,M,10.00,M,BKN,BKN,OVC,M,700.00,1100.00,11000.00,M,M,KORH 030435Z AUTO /////KT 10SM BKN007 BKN011 OVC110 A3016 RMK CIG 6V9  MADISHF
EWB,2017-11-03 04:35,-70.9583,41.6764,M,M,M,0.00,0.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030435Z AUTO 00000KT 10SM CLR A3018 RMK MADISHF
CQX,2017-11-03 04:35,-69.9933,41.6875,M,M,M,190.00,4.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030435Z AUTO 19004KT 10SM CLR A3020 RMK MADISHF
FMH,2017-11-03 04:35,-70.5215,41.6585,60.80,60.80,100.00,180.00,11.00,0.00,30.20,M,4.00,M,OVC,M,M,M,300.00,M,M,M,BR,KFMH 030435Z AUTO 18011KT 4SM BR OVC003 16/16 A3020 RMK AO2
OWD,2017-11-03 04:36,-71.1733,42.1912,62.10,60.10,93.16,190.00,4.00,0.00,30.16,M,10.00,M,SCT,M,M,M,700.00,M,M,M,M,KOWD 030436Z AUTO 19004KT 10SM SCT007 17/16 A3016 RMK AO2 T01670156
BED,2017-11-03 04:40,-71.2890,42.4699,M,M,M,200.00,6.00,M,30.15,M,10.00,M,BKN,BKN,M,M,800.00,11000.00,M,M,M,KBED 030440Z AUTO 20006KT 10SM BKN008 BKN110 A3015 RMK MADISHF
ORH,2017-11-03 04:40,-71.8757,42.2673,M,M,M,M,M,M,30.16,M,10.00,M,BKN,OVC,M,M,700.00,11000.00,M,M,M,KORH 030440Z AUTO /////KT 10SM BKN007 OVC110 A3016 RMK CIG 6V12  MADISHF
BOS,2017-11-03 04:40,-71.0097,42.3606,M,M,M,200.00,7.00,M,30.16,M,10.00,M,FEW,FEW,M,M,999.00,3300.00,M,M,M,KBOS 030440Z AUTO 20007KT 10SM FEW009 FEW033 A3016 RMK MADISHF
TAN,2017-11-03 04:40,-71.0211,41.8756,M,M,M,170.00,3.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KTAN 030440Z AUTO 17003KT 10SM CLR A3017 RMK MADISHF
CQX,2017-11-03 04:40,-69.9933,41.6875,M,M,M,180.00,5.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCQX 030440Z AUTO 18005KT 10SM CLR A3020 RMK VRB05KT  MADISHF
HYA,2017-11-03 04:40,-70.2800,41.6700,M,M,M,170.00,3.00,M,30.18,M,7.00,M,CLR,M,M,M,M,M,M,M,M,KHYA 030440Z AUTO 17003KT 7SM CLR A3018 RMK MADISHF
EWB,2017-11-03 04:40,-70.9583,41.6764,M,M,M,0.00,0.00,M,30.17,M,7.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 030440Z AUTO 00000KT 7SM CLR A3017 RMK MADISHF
ORE,2017-11-03 04:40,-72.2886,42.5701,M,M,M,170.00,5.00,M,30.14,M,10.00,M,BKN,OVC,M,M,1600.00,11000.00,M,M,M,KORE 030440Z AUTO 17005KT 10SM BKN016 OVC110 A3014 RMK MADISHF
OWD,2017-11-03 04:40,-71.1733,42.1912,M,M,M,190.00,5.00,M,30.16,M,10.00,M,FEW,M,M,M,700.00,M,M,M,M,KOWD 030440Z AUTO 19005KT 10SM FEW007 A3016 RMK MADISHF
PVC,2017-11-03 04:40,-70.2200,42.0700,M,M,M,180.00,7.00,M,30.19,M,9.00,M,BKN,M,M,M,300.00,M,M,M,M,KPVC 030440Z AUTO 18007KT 9SM BKN003 A3019 RMK MADISHF
EWB,2017-11-03 04:43,-70.9583,41.6764,54.00,53.10,96.76,0.00,0.00,0.00,30.17,M,1.50,M,CLR,M,M,M,M,M,M,M,BR,KEWB 030443Z AUTO 00000KT 1 1/2SM R05/4500VP6000FT BR CLR 12/12 A3017 RMK AO2 VIS 1/2V5 T01220117
ORE,2017-11-03 04:45,-72.2886,42.5701,M,M,M,190.00,9.00,M,30.14,M,10.00,M,SCT,OVC,M,M,1600.00,11000.00,M,M,M,KORE 030445Z AUTO 19009KT 10SM SCT016 OVC110 A3014 RMK MADISHF
TAN,2017-11-03 04:45,-71.0211,41.8756,M,M,M,170.00,3.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KTAN 030445Z AUTO 17003KT 10SM CLR A3017 RMK MADISHF
